HR	NL	SL	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
zrakoplov, avion	_	letalo	0	0	0	0	0	0	0	0	0	0
zračna luka, aerodrom, zrakoplovna luka	luchthaven	letališče	0	0	0	1	0	0	0	0	0	0
pretvarati se, praviti se važan	NO TRANSLATION	ošaben, vzvišen	0	1	0	0	1	0	0	0	0	0
cepelin	_	zrakoplov	0	0	0	0	0	0	0	0	0	0
prolaz	_	prehod	0	0	0	0	0	0	0	0	0	0
NO TRANSLATION	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
pritvoren, poluotvoren, odškrinut	_	priprt	0	0	0	0	0	0	0	0	0	0
sličan, srodan	verwant	soroden	0	0	0	0	0	0	0	0	0	1
alabaster	albast	alabaster	1	0	0	0	0	0	0	0	0	0
alarm, uzbuna, upozorenje	alarm	alarm	0	1	0	0	0	1	0	0	1	0
alarmantan, uznemirujući	zorgwekkend	zaskrbljujoč	0	1	0	0	0	1	0	0	1	0
NO TRANSLATION	alb	NO TRANSLATION	0	0	0	0	0	0	0	0	0	1
album	_	album	0	0	0	0	0	0	0	0	0	0
alkemija	_	alkimija	0	0	0	0	0	0	0	0	0	0
alkohol	_	alkohol	0	0	0	0	0	0	0	0	0	0
alkoholizam	alcoholisme	alkoholizem	0	1	1	0	1	1	0	1	0	0
prostorijica, sobica	_	niša	0	0	0	0	0	0	0	0	0	0
uzbuna, upozorenje, alarm	_	opozorilo	0	0	0	0	0	0	0	0	0	0
pozornost, oprez, budnost	waakzaamheid, alertheid	budnost	1	0	0	1	0	1	0	0	1	0
upozorenja, uzbune, alarmi	waarschuwingen	opozoriti, opozorilo	0	0	0	1	0	1	0	0	1	0
lucerka, lucerna	_	lucerna	0	0	0	0	0	0	0	0	0	0
algebra	_	algebra	0	0	0	0	0	0	0	0	0	0
algebarski	_	algebrski	0	0	0	0	0	0	0	0	0	0
algoritam	_	algoritem	0	0	0	0	0	0	0	0	0	0
alibi	_	alibi	0	0	0	0	0	0	0	0	0	0
stranac, vanzemaljac, izvanzemaljac, tuđinac, stran, vanzemaljski, tuđinski, izvanzemaljski	vreemdeling, alien	tujec	0	1	0	0	1	1	0	0	0	0
odbiti, otjerati, odvratiti	vervreemden	odtujiti	0	1	1	0	1	0	0	0	0	0
izoliran, otuđen	vervreemd	odtujen	0	1	0	0	0	0	0	1	0	0
otuđenje	vervreemding	odtujenost	0	1	1	0	1	1	0	1	0	0
zapaljen, upaljen	_	goreti	0	0	0	0	0	0	0	0	0	0
poravnat, usklađen	_	poravnan	0	0	0	0	0	0	0	0	0	0
poravnanje, usklađivanje	_	poravnava	0	0	0	0	0	0	0	0	0	0
sličan, nalik	_	podoben	0	0	0	0	0	0	0	0	0	0
prehrana	alimentatie	prehrana	1	0	0	0	0	0	0	0	0	0
alimentacija	alimentatie	preživnina	0	1	0	0	0	0	0	0	0	0
alikvot	_	alikvot	0	0	0	0	0	0	0	0	0	0
živ	levend	živ	1	0	0	1	0	0	1	0	0	1
lužina, lužnat, alkalan, alkal	_	alkalija	0	0	0	0	0	0	0	0	0	0
alkaloidi	_	alkaloidi	0	0	0	0	0	0	0	0	0	0
ublažiti, umiriti, smiriti	verminderen	ublažiti, pomiriti	1	0	0	0	0	0	0	0	0	0
navod	bewering	obtožba	0	1	1	0	0	0	0	0	0	0
izjavljivati, izjaviti, tvrditi	beweren	obtožiti	0	1	0	0	0	0	0	0	0	0
navodni	_	domneven	0	0	0	0	0	0	0	0	0	0
vjernost, odanost	trouw	zvestoba	1	0	0	0	0	0	0	0	0	1
alegorijski	_	alegoričen	0	0	0	0	0	0	0	0	0	0
alegorija	_	alegorija	0	0	0	0	0	0	0	0	0	0
allegro	allegro	allegro	1	0	0	0	0	0	0	0	0	0
ublažiti, smanjiti	verminderen, verlichten	ublažiti	1	0	0	0	0	0	0	0	0	0
ublaženje, olakšanje, smanjenje	vermindering	olajšanje	1	0	0	0	0	0	0	0	0	0
aleja, uličica	_	ulica	0	0	0	0	0	0	0	0	0	0
savez, udruženje	bondgenootschap	zavezništvo	0	0	0	0	0	0	0	0	0	1
saveznički	geallieerd	zavezniški, združen	1	0	0	0	0	0	0	0	0	1
aligator	_	aligator	0	0	0	0	0	0	0	0	0	0
dodijeliti, alocirati, raspodijeliti	_	dodeliti	0	0	0	0	0	0	0	0	0	0
dodjela, alokacija, raspodjela	_	dodelitev	0	0	0	0	0	0	0	0	0	0
dodijeliti, alocirati, raspodijeliti	_	odmeriti	0	0	0	0	0	0	0	0	0	0
dodjela, alokacija, raspodjela	_	odmera	0	0	0	0	0	0	0	0	0	0
dopustiv, dozvoljen, dopušten	toelaatbaar	dopusten	1	0	0	0	0	0	0	0	0	0
džeparac, dopuštenje, dozvola	_	dodatek	0	0	0	0	0	0	0	0	0	0
dopušten, dozvoljen, dopustiv	_	dovoljen	0	0	0	0	0	0	0	0	0	0
legura	_	zlitina	0	0	0	0	0	0	0	0	0	0
vabiti, mamiti, namamiti, zavesti, privući	verleiden	privlačnost	1	0	0	1	0	0	1	0	1	0
primamljiv, zavodljiv	verleidelijk	privlačen	1	0	0	0	0	0	0	0	0	0
aluzija	_	aluzija	0	0	0	0	0	0	0	0	0	0
aluvijalan, aluvijev, naplavni	_	aluvialen	0	0	0	0	0	0	0	0	0	0
saveznik	bondgenoot	zaveznik	1	0	0	0	0	0	0	0	0	1
almanah	_	almanah	0	0	0	0	0	0	0	0	0	0
svemoguć, svemoćan	almachtig	vsemogočen	1	0	0	0	0	0	0	0	0	0
gore	_	visok	0	0	0	0	0	0	0	0	0	0
aloha	aloha	aloha	1	0	0	1	0	0	1	0	0	0
pored, uz	_	ob	0	0	0	0	0	0	0	0	0	0
hladan, udaljen	afzijdig	zadržan, vzvišen	0	1	0	0	0	0	0	0	0	0
naglas	_	naglas	0	0	0	0	0	0	0	0	0	0
abeceda	_	abeceda	0	0	0	0	0	0	0	0	0	0
abecedan	_	abeceden	0	0	0	0	0	0	0	0	0	0
oltar	_	oltar	0	0	0	0	0	0	0	0	0	0
mijenjati, promijeniti, izmijeniti, preinačiti	_	spremeniti	0	0	0	0	0	0	0	0	0	0
promjena, izmjena, preinaka	_	sprememba	0	0	0	0	0	0	0	0	0	0
svađa, sukob, prepirka	woordenwisseling	prepir, zdraha	0	1	1	0	0	0	0	0	0	0
promijenjen, izmijenjen	_	spremenjen	0	0	0	0	0	0	0	0	0	0
naizmjeničan, izmjeničan, alternativni	_	izmenjati	0	0	0	0	0	0	0	0	0	0
alternativa, druga mogućnost	_	alternativa	0	0	0	0	0	0	0	0	0	0
visina, nadmorska visina	_	nadmorska višina	0	0	0	0	0	0	0	0	0	0
alt	_	alt	0	0	0	0	0	0	0	0	0	0
ukupno, zajedno, sveukupno	_	skupaj	0	0	0	0	0	0	0	0	0	0
bivši učenik, bivši student	_	absolvent	0	0	0	0	0	0	0	0	0	0
alveolarni	_	alveolaren	0	0	0	0	0	0	0	0	0	0
amalgam, mješavina	_	mešanica	0	0	0	0	0	0	0	0	0	0
amalgamacija, spajanje, povezivanje	_	združitev	0	0	0	0	0	0	0	0	0	0
skupiti, zgrnuti, prikupiti	_	zbirati	0	0	0	0	0	0	0	0	0	0
amater	_	amater	0	0	0	0	0	0	0	0	0	0
zadiviti	verbazen	čuditi	0	0	0	0	0	0	0	0	1	0
zadivljenost	_	presenečenje	0	0	0	0	0	0	0	0	0	0
zadivljujuće	verbazend	neverjeten	1	0	0	0	0	0	1	0	1	0
ambasador, veleposlanik	ambassadeur	veleposlanik	1	0	0	0	0	0	0	0	0	1
jantar, jantarni	_	jantar	0	0	0	0	0	0	0	0	0	0
ambijentalni	_	ambient	0	0	0	0	0	0	0	0	0	0
dvosmislenost, dvoznačnost, višeznačnost	_	dvoumnost	0	0	0	0	0	0	0	0	0	0
dvosmislen, dvoznačan, višeznačan	dubbelzinnig	dvoumen	0	1	0	0	0	0	0	0	0	0
granica, opseg	_	obseg	0	0	0	0	0	0	0	0	0	0
ambicija, težnja	ambitie	ambicija	1	0	0	1	0	0	1	0	0	1
ambiciozan	_	ambiciozen	0	0	0	0	0	0	0	0	0	0
vozilo hitne pomoći	ambulance	rešilec	0	0	0	0	0	1	0	0	0	1
zasjeda	hinderlaag	zaseda	0	1	1	0	0	1	0	0	1	0
poboljšati, usavršiti	verbeteren	izboljšati	1	0	0	0	0	0	0	0	0	0
amen	amen	amen	1	0	0	0	0	0	1	0	0	1
pogodan	vatbaar	dojemljiv	1	0	0	0	0	0	0	0	0	0
ispraviti, izmijeniti, popraviti, poboljšati	wijzigen	popraviti	1	0	0	0	0	0	0	0	0	0
amandman	_	sprememba	0	0	0	0	0	0	0	0	0	0
iskupiti se	wijzigingen	odkupiti se	1	0	0	0	0	0	0	0	0	0
ugodnost, pogodnost, udobnost	faciliteiten	prednost	1	0	0	0	0	0	0	0	0	0
ametist	_	ametist	0	0	0	0	0	0	0	0	0	0
ljubazan	beminnelijk, liefelijk	prijazen	1	0	0	0	0	0	0	0	0	0
prijateljski, ljubazan, srdačan	minnelijk	prijateljski	1	0	0	0	0	0	1	0	0	0
usred, sred	_	sredi	0	0	0	0	0	0	0	0	0	0
usred, sred	_	sredi	0	0	0	0	0	0	0	0	0	0
amonijak	ammonia	amoniak	0	0	0	0	1	0	0	0	0	0
municija, streljivo	_	strelivo, municija	0	0	0	0	0	0	0	0	0	0
amnezija	geheugenverlies	amnezija	0	1	0	0	0	0	0	0	0	0
amnestija, pomilovanje	amnestie	amnestija	1	0	0	0	0	0	1	0	0	0
amorfan, bezobličan	_	amorfen	0	0	0	0	0	0	0	0	0	0
amortizacija	afschrijving, afbetaling	amortizacija	0	0	0	0	0	0	0	0	0	1
iznos, svota, suma, količina	_	znesek	0	0	0	0	0	0	0	0	0	0
ljubav	lover	NO TRANSLATION	1	0	0	1	0	0	1	0	0	1
ampersand	_	ampersand	0	0	0	0	0	0	0	0	0	0
amfetamini	amfetaminen	anfetamin	0	1	0	0	1	0	0	0	0	0
amfibija, vodozemac	_	dvoživka	0	0	0	0	0	0	0	0	0	0
amfibijski, vodozemni	_	amfibijski	0	0	0	0	0	0	0	0	0	0
amfiteatar	_	amfiteater	0	0	0	0	0	0	0	0	0	0
pojačanje, amplifikacija, pojačavanje	_	ojačenje	0	0	0	0	0	0	0	0	0	0
pojačati	_	ojačati	0	0	0	0	0	0	0	0	0	0
amplituda	_	amplituda	0	0	0	0	0	0	0	0	0	0
opširno, obilno, bogato	_	obilno	0	0	0	0	0	0	0	0	0	0
amputacija	_	amputacija	0	0	0	0	0	0	0	0	0	0
amulet, amajlija	_	amulet	0	0	0	0	0	0	0	0	0	0
zabavljati, zabaviti	amuseren	zabavati	1	0	0	0	0	0	1	0	0	0
zabavljen	geamuseerd	zabaven	1	0	0	0	0	0	1	0	0	0
zabava, razonoda, razbibriga	amusement	zabava	1	0	0	0	0	0	1	0	0	0
zabavan	amusant	zabaven	1	0	0	0	0	0	1	0	0	0
NO TRANSLATION	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
anakonda	anaconda	anakonda	0	1	0	0	1	1	0	0	0	0
anestezija	_	anestezija	0	0	0	0	0	0	0	0	0	0
anestetički	_	anestetik	0	0	0	0	0	0	0	0	0	0
analan	anaal	analen	0	1	0	0	0	0	0	0	0	0
analgetik	_	analgetik	0	0	0	0	0	0	0	0	0	0
analogan	_	analogen	0	0	0	0	0	0	0	0	0	0
analogan	_	analogen	0	0	0	0	0	0	0	0	0	0
analogija	_	analogija	0	0	0	0	0	0	0	0	0	0
analiza	_	analiza	0	0	0	0	0	0	0	0	0	0
analitičar	analyst	analitik	1	0	0	1	0	0	0	0	0	1
analitički	_	analitičen	0	0	0	0	0	0	0	0	0	0
analizirati	_	analizirati	0	0	0	0	0	0	0	0	0	0
analizator	_	analizator	0	0	0	0	0	0	0	0	0	0
anarhizam	anarchisme	anarhizem	0	1	1	0	0	1	0	0	0	0
anarhist	anarchist	anarhist	0	1	1	0	0	1	0	0	0	0
anarhija, bezvlašće, bezakonje, bezvlađe	anarchie	anarhija	0	1	1	0	0	1	0	0	0	0
anastomoza	_	anastomoza	0	0	0	0	0	0	0	0	0	0
anatema	anathema	anatema	0	1	1	0	1	1	0	1	0	0
anatomski	_	anatomski	0	0	0	0	0	0	0	0	0	0
anatomija	_	anatomija	0	0	0	0	0	0	0	0	0	0
predak	_	prednik	0	0	0	0	0	0	0	0	0	0
naslijeđen	voorouderlijke	predniški	0	0	0	0	0	0	0	0	0	1
podrijetlo, porijeklo	_	rod	0	0	0	0	0	0	0	0	0	0
sidro	anker	sidro	1	0	0	0	0	0	0	0	0	0
sidrište	ankerplaats	sidrišče	1	0	0	0	0	0	0	1	0	0
antički, drevan, star, prastar	oud	starodaven	0	1	0	0	0	0	0	0	0	0
pomoćni, sporedan, podređen	_	pomožen	0	0	0	0	0	0	0	0	0	0
androgen	_	androgen	0	0	0	0	0	0	0	0	0	0
anemona, šumarica	_	vetrnica	0	0	0	0	0	0	0	0	0	0
iznova	_	znova	0	0	0	0	0	0	0	0	0	0
anđeo	engel	angel	1	0	0	1	0	0	1	0	1	1
anđeoski	engelachtig	angelski	1	0	0	0	0	0	1	0	0	1
bijes, ljutnja	boosheid	jeza	0	1	1	0	0	0	0	0	0	0
angina	angina	angina	0	1	0	0	0	1	0	0	0	0
angiografija	_	angiografija	0	0	0	0	0	0	0	0	0	0
kut	_	kot	0	0	0	0	0	0	0	0	0	0
pecanje, udičarenje	hengelen	trnkarjenje, ribolov	0	1	0	1	0	0	0	0	0	0
ljut, ljutit, srdit	boos	jezen	0	1	1	0	1	0	0	0	0	0
bol, muka, patnja	angst	muka, trpljenje	0	1	1	0	0	1	0	1	0	0
kutni	_	koten	0	0	0	0	0	0	0	0	0	0
bezvodan	_	brezvoden	0	0	0	0	0	0	0	0	0	0
životinja	_	žival	0	0	0	0	0	0	0	0	0	0
animirati	tot leven brengen, bezielen	živ, živahen, poživljati	1	0	0	0	0	0	0	0	0	0
animiran	geanimeerde	živahen	1	0	0	0	0	0	1	0	0	0
animacija	_	animacija	0	0	0	0	0	0	0	0	0	0
neprijateljstvo, animozitet, mržnja	vijandigheid	sovražnost	0	1	1	0	1	1	0	1	0	0
zlonamjernost	animositeit	zlonamernost	0	1	1	0	0	0	0	0	0	0
gležanj	_	gleženj	0	0	0	0	0	0	0	0	0	0
anali	_	anali	0	0	0	0	0	0	0	0	0	0
dodatak, aneks	_	priloga	0	0	0	0	0	0	0	0	0	0
pripajanje, pripojenje, aneksija	_	aneksija	0	0	0	0	0	0	0	0	0	0
dodatak, aneks	_	priloga, aneks	0	0	0	0	0	0	0	0	0	0
uništiti	vernietigen	uničiti	0	1	1	0	0	1	0	0	0	0
uništen	vernietigd	uničenn	0	1	1	0	0	1	0	1	0	0
uništenje	vernietiging	uničenje	0	1	1	0	0	1	0	1	0	0
komentirati, anotirati	_	zabeležiti	0	0	0	0	0	0	0	0	0	0
komentar, anotacija	_	opomba	0	0	0	0	0	0	0	0	0	0
najaviti, objaviti	_	napovedati	0	0	0	0	0	0	0	0	0	0
obavijest, najava	aankondiging	obvestilo	0	0	0	1	0	0	0	0	0	0
smetati, dosađivati, živcirati, nervirati	ergeren	motiti	0	1	1	0	1	0	0	0	0	0
dosađivanje, smetnja	ergernis	nejevolja	0	1	1	0	1	0	0	0	0	0
dosadan, naporan, iritantan	vervelend	nadležen, moteč	0	1	1	0	0	0	0	0	0	0
anuitet	_	renta	0	0	0	0	0	0	0	0	0	0
poništiti, anulirati	nietig verklaren	razveljaviti	0	1	0	0	0	0	0	0	0	0
prstenast, kružni	_	obročast	0	0	0	0	0	0	0	0	0	0
poništenje	nietig verklaren	razveljavitev	0	1	0	0	0	0	0	1	0	0
prsten	_	razveljavitev	0	0	0	0	0	0	0	0	0	0
pomazan	_	maziljenje	0	0	0	0	0	0	0	0	0	0
nepravilan, abnormalan	_	anomalen, nepravilen	0	0	0	0	0	0	0	0	0	0
anomalija, nepravilnost	anomalie	anomalija	0	1	0	0	0	1	0	0	1	0
odmah	_	takoj	0	0	0	0	0	0	0	0	0	0
anoniman	anoniem	anonimen	0	1	0	0	0	0	0	0	0	0
odgovor	_	odgovor	0	0	0	0	0	0	0	0	0	0
odgovoran	aansprakelijk	odgovoren	0	0	0	0	0	0	0	0	0	1
odgovarajući	_	odgovoriti	0	0	0	0	0	0	0	0	0	0
mrav	_	mravlja	0	0	0	0	0	0	0	0	0	0
antagonizam, neprijateljstvo	antagonisme	antagonizem	0	1	1	0	0	0	0	0	0	0
antagonist, neprijatelj, protivnik	antagonist	antagonist	0	1	1	0	0	0	0	0	0	0
protivnički, neprijateljski	vijandig	antagonističen	0	1	1	0	1	0	0	0	0	0
NO TRANSLATION	_	NO TRANSLATION	0	0	0	0	0	0	0	0	0	0
prethodnik, preteča	_	predhodnik	0	0	0	0	0	0	0	0	0	0
antilopa	_	antilopa	0	0	0	0	0	0	0	0	0	0
antena, ticalo	_	antena	0	0	0	0	0	0	0	0	0	0
prethodni	_	prednji	0	0	0	0	0	0	0	0	0	0
himna	_	himna	0	0	0	0	0	0	0	0	0	0
antologija	_	antologija	0	0	0	0	0	0	0	0	0	0
antraks	miltvuur	antraks	0	1	0	0	1	1	0	1	0	0
antropologija	_	antropologija	0	0	0	0	0	0	0	0	0	0
antibiotik	_	antibiotik	0	0	0	0	0	0	0	0	0	0
antibiotici	antibiotica	antibiotiki	1	0	0	0	0	0	0	0	0	0
antikrist	antichrist	antikrist	0	1	1	0	1	1	0	0	0	0
predviđanje, iščekivanje, anticipacija	anticipatie	pričakovanje	0	0	0	1	0	0	0	0	0	0
anticipiran, očekivan	anticiperend	vnaprejšnji, naznanjajoč	0	0	0	1	0	0	0	0	0	0
protuotrov	tegengif	protistrup	1	0	0	1	0	0	0	0	0	1
antifungalan, protugljivični, antimikotički	antifungale	protiglivičen	1	0	0	0	0	0	0	0	0	1
antimon	_	antimon	0	0	0	0	0	0	0	0	0	0
antipatija, netrpeljivost	antipathie	antipatija	0	1	1	0	1	0	0	0	0	0
antikvar	_	antikvar	0	0	0	0	0	0	0	0	0	0
zastario, staromodan	verouderd	zastarel	0	1	0	0	0	0	0	0	0	0
starinski	antiek	starinski	1	0	0	0	0	0	0	0	0	0
antika, starina	_	antika	0	0	0	0	0	0	0	0	0	0
antiseptički	antiseptisch	antiseptik	1	0	0	0	0	0	0	0	0	1
nedruštven, antisocijalan, nesocijalan	antisociaal	škodljiv, asocialen	0	1	1	0	1	1	0	1	0	0
antiteza, proturječje, suprotnost	tegenstelling	nasprotje	0	1	1	0	0	0	0	0	0	0
suprotan, proturječan	_	kontrasten	0	0	0	0	0	0	0	0	0	0
antivirusni	_	protivirusen	0	0	0	0	0	0	0	0	0	0
rog	_	rog	0	0	0	0	0	0	0	0	0	0
nakovanj	_	nakovalo	0	0	0	0	0	0	0	0	0	0
anksioznost, tjeskoba	angst	skrb, tesnoba	0	1	1	1	0	1	0	1	0	0
zabrinut, nemiran, tjeskoban	angstig	zaskrbljen, tesnoben, anksiozen	0	1	0	1	0	1	0	0	0	0
aorta	_	aorta	0	0	0	0	0	0	0	0	0	0
brzo, žurno, naglo	_	nagel	0	0	0	0	0	0	0	0	0	0
apaš	apache	Apaš	0	1	0	0	0	1	0	0	0	0
stan, apartman	_	stanovanje	0	0	0	0	0	0	0	0	0	0
apatičan, ravnodušan	apathisch	apatičen	0	1	0	0	0	0	0	1	0	0
apatija, ravnodušnost	apathie	apatija	0	1	0	0	0	0	0	1	0	0
majmun	_	opica	0	0	0	0	0	0	0	0	0	0
otvor	_	odprtina	0	0	0	0	0	0	0	0	0	0
vrh, vrhunac	_	vrh	0	0	0	0	0	0	0	0	0	0
uš	bladluis	listna uš	0	1	0	0	1	0	0	0	0	0
po	_	po	0	0	0	0	0	0	0	0	0	0
samopouzdanje, samouvjerenost	aplomb	samozavest	1	0	0	0	0	0	0	0	0	0
apokaliptičan	_	apokaliptičen	0	0	0	0	0	0	0	0	0	0
apologetski	verontschuldigend	opravičujoč	1	0	0	0	0	0	0	0	0	1
apologet, branitelj	_	apologet	0	0	0	0	0	0	0	0	0	0
ispričati se	verontschuldigen	opravičiti se	1	0	0	0	0	0	0	1	0	1
isprika	verontschuldiging	opravičilo	1	0	0	0	0	0	0	0	0	0
otpadništvo	_	apostazija	0	0	0	0	0	0	0	0	0	0
otpadnik	_	odpadnik	0	0	0	0	0	0	0	0	0	0
apostol	apostel	apostol	1	0	0	0	0	0	0	0	0	1
apostolski	apostolisch	apostolski	0	0	0	0	0	0	0	0	0	1
apostrof	_	apostrof	0	0	0	0	0	0	0	0	0	0
užasan	verschrikkelijk	strašen	0	1	0	0	1	1	0	0	0	0
aparat, uređaj, naprava	_	naprava	0	0	0	0	0	0	0	0	0	0
odjeća	_	obleka	0	0	0	0	0	0	0	0	0	0
očigledno, naoko, očevidno, očito, naizgled	_	očitno	0	0	0	0	0	0	0	0	0	0
prikaza	verschijning	prikazen	0	0	0	0	0	1	0	0	1	0
apel, žalba	in beroep gaan, aantrekking	privlačiti, privlačnost	0	0	0	1	0	0	0	0	0	0
izgled	_	videz	0	0	0	0	0	0	0	0	0	0
zadovoljiti	_	pomiriti	0	0	0	0	0	0	0	0	0	0
apelant, žalitelj	_	pritožnik	0	0	0	0	0	0	0	0	0	0
dodati	_	priložiti	0	0	0	0	0	0	0	0	0	0
privjesak	_	dodatek	0	0	0	0	0	0	0	0	0	0
upala slijepog crijeva, upala crvuljka	appendicitis	vnetje slepiča	0	1	0	0	0	1	0	1	0	0
dodatak	_	slepič	0	0	0	0	0	0	0	0	0	0
apetit	_	apetit	0	0	0	0	0	0	0	0	0	0
predjelo	_	predjed	0	0	0	0	0	0	0	0	0	0
pljesak, aplauz	applaus	aplavz	1	0	0	0	0	0	1	0	1	1
jabuka	_	jabolko	0	0	0	0	0	0	0	0	0	0
uređaj	_	aparat	0	0	0	0	0	0	0	0	0	0
uređaji	_	naprava	0	0	0	0	0	0	0	0	0	0
primjenjivost	_	uporabnost	0	0	0	0	0	0	0	0	0	0
primjenjivo	_	uporaben	0	0	0	0	0	0	0	0	0	0
podnositelj, kandidat, 	aanvrager	kandidat	0	0	0	1	0	0	0	0	0	0
primjena	_	uporaba, vloga	0	0	0	0	0	0	0	0	0	0
primijeniti, nanijeti	_	prijaviti se	0	0	0	0	0	0	0	0	0	0
imenovati, postaviti	_	zadolžiti	0	0	0	0	0	0	0	0	0	0
imenovanje	_	imenovanje	0	0	0	0	0	0	0	0	0	0
imenovanja	_	določitev	0	0	0	0	0	0	0	0	0	0
razdijeliti, dodijeliti, rasporediti	_	porazdeliti	0	0	0	0	0	0	0	0	0	0
raspodjela, razdjela, dodjela	_	porazdelitev	0	0	0	0	0	0	0	0	0	0
ocijeniti, procijeniti	_	vrednotiti	0	0	0	0	0	0	0	0	0	0
primjetan, vidan, znatan, osjetan, mjerljiv	_	opazen	0	0	0	0	0	0	0	0	0	0
zahvalnost, uvažavanje	waardering	hvaležnost	1	0	0	0	0	0	1	0	0	1
uhapsiti, uhititi	begrijpen	aretirati	0	0	0	0	0	1	0	0	0	0
uhićenje, hapšenje	bezorgdheid	aretacija	0	1	0	0	0	1	0	0	0	0
prestrašen, zabrinut	beducht	zaskrbljen	0	1	0	1	0	1	0	0	0	0
pripravnik	leerling	vajenec	0	0	0	0	0	0	0	0	0	1
pripravništvo	_	pripravništvo	0	0	0	0	0	0	0	0	0	0
pristup	_	pristop	0	0	0	0	0	0	0	0	0	0
pristupajući, približavajući se	naderen	približujoč	0	0	0	1	0	0	0	0	0	0
odobrenje	goedkeuring	odobravanje, potrditev	1	0	0	0	0	0	0	0	0	1
prisvajanje	toeëigening	prilastitev	0	1	0	0	0	0	0	0	0	0
odobrenje	goedkeuring	odobritev	1	0	0	0	0	0	0	0	0	0
odobriti	goedkeuren	odobriti	1	0	0	0	0	0	1	0	0	1
odobravajući	goedkeuren	odobravajoč, pritrdilen	1	0	0	0	0	0	0	0	0	0
približan	_	približen	0	0	0	0	0	0	0	0	0	0
približno	_	približno	0	0	0	0	0	0	0	0	0	0
približavanje, aproksimiranje	_	približevanje	0	0	0	0	0	0	0	0	0	0
aproksimacija	_	približek	0	0	0	0	0	0	0	0	0	0
pribor	_	dodatek	0	0	0	0	0	0	0	0	0	0
pregača	_	predpasnik	0	0	0	0	0	0	0	0	0	0
prigodan, prikladan	geneigd	primeren	1	0	0	0	0	0	0	0	0	0
prigodnost, prikladnost	aanleg	nadarjenost	1	0	0	0	0	0	0	0	0	0
akva	_	akva	0	0	0	0	0	0	0	0	0	0
akvamarin	_	akvamarin	0	0	0	0	0	0	0	0	0	0
akvarij	_	akvarij	0	0	0	0	0	0	0	0	0	0
vodeni	_	voden	0	0	0	0	0	0	0	0	0	0
akvadukt, akvedukt	_	vodovod	0	0	0	0	0	0	0	0	0	0
vodeni	_	voden	0	0	0	0	0	0	0	0	0	0
obradiv	_	ploden	0	0	0	0	0	0	0	0	0	0
arbitar, sudac	arbiter, scheidsrechter	sodnik	0	0	0	0	0	0	0	0	0	1
suditi, arbitrirati	_	soditi	0	0	0	0	0	0	0	0	0	0
arbitraža	arbitrage	razsojanje, arbitraža	0	0	0	1	0	0	0	0	0	0
arbitar	arbiter, bemiddelaar	razsodnik	0	0	0	0	0	0	0	0	0	1
vreteno	_	vreteno	0	0	0	0	0	0	0	0	0	0
luk	_	lok	0	0	0	0	0	0	0	0	0	0
arkada	_	arkada	0	0	0	0	0	0	0	0	0	0
luk	_	obok	0	0	0	0	0	0	0	0	0	0
arheološki	_	arheološki	0	0	0	0	0	0	0	0	0	0
arheolog	_	arheolog	0	0	0	0	0	0	0	0	0	0
arheologija	oudheidkunde, archeology	arheologija	1	0	0	1	0	0	0	0	0	0
arhaičan	verouderd, archaïsch	arhaičen	0	1	0	0	0	0	0	0	0	0
arhiepiskop, nadbiskup	_	nadškof	0	0	0	0	0	0	0	0	0	0
zasvođen	_	upognjen	0	0	0	0	0	0	0	0	0	0
strijelac	_	lokostrelec	0	0	0	0	0	0	0	0	0	0
streličarstvo	_	lokostrelstvo	0	0	0	0	0	0	0	0	0	0
arhetip	_	arhetip	0	0	0	0	0	0	0	0	0	0
arhipelag, otočje	_	otočje	0	0	0	0	0	0	0	0	0	0
arhitekt	_	arhitekt	0	0	0	0	0	0	0	0	0	0
arhitektura	architectuur	arhitektura	0	0	0	0	0	0	0	0	0	1
arhiva	_	arhiv	0	0	0	0	0	0	0	0	0	0
Arktik, arktički	_	arktika	0	0	0	0	0	0	0	0	0	0
strastven	vurig	strasten	1	0	0	1	0	0	1	0	0	0
žar, zanos	ijver	strasnost	1	0	0	0	0	0	0	0	0	0
naporan	zwaar, ijverig	naporen, zahteven	0	1	0	0	0	0	0	0	0	0
područje	_	območje	0	0	0	0	0	0	0	0	0	0
arena	_	arena	0	0	0	0	0	0	0	0	0	0
areola	_	areola	0	0	0	0	0	0	0	0	0	0
srebro	_	srebro, denar	0	0	0	0	0	0	0	0	0	0
svađati se, svaditi se, prepirati se	argumenteren, ruzieën, ruzie maken, kibbelen	prerekati, prepirati	0	1	1	0	0	0	0	0	0	0
argument	argument	prepir	0	1	1	0	0	0	0	0	0	0
argumentacija, rasprava	redenering, argumentatie	argumentacija	0	0	1	0	0	0	0	0	0	0
svadljiv	argumentatief	prepirljiv	0	1	0	0	0	0	0	0	0	0
svađe, prepirke	argumenten	prepiri	0	0	1	0	0	0	0	0	0	0
suh	dor	pust	0	1	0	0	0	0	0	1	0	0
plemstvo, aristokracija	aristocratie	aristokracija	1	0	0	0	0	0	0	0	0	0
aristokrat, plemić	_	aristokrat	0	0	0	0	0	0	0	0	0	0
